id,loan_status,approval_prob
59364,0,0.0008
59365,0,0.0027
59366,0,0.0027
59367,0,0.0714
59368,1,0.8578
59369,0,0.0487
59370,0,0.0041
59371,0,0.0068
59372,1,0.5733
59373,0,0.0462
59374,0,0.004
59375,1,0.9798
59376,1,0.9619
59377,0,0.2762
59378,0,0.0791
59379,0,0.0352
59380,0,0.0522
59381,0,0.0088
59382,0,0.1146
59383,1,0.9587
59384,0,0.0176
59385,0,0.0058
59386,0,0.0789
59387,1,0.9934
59388,0,0.2503
59389,0,0.0171
59390,0,0.0918
59391,0,0.0554
59392,0,0.2795
59393,1,0.9387
59394,1,0.9229
59395,0,0.0835
59396,0,0.0117
59397,0,0.0129
59398,0,0.0068
59399,0,0.0073
59400,0,0.0194
59401,0,0.0143
59402,0,0.1117
59403,0,0.0215
59404,0,0.0137
59405,0,0.0005
59406,0,0.0147
59407,0,0.0426
59408,0,0.0663
59409,0,0.0261
59410,0,0.0006
59411,0,0.007
59412,0,0.0197
59413,0,0.0002
59414,0,0.0595
59415,0,0.0225
59416,0,0.0037
59417,0,0.0049
59418,0,0.0074
59419,0,0.001
59420,0,0.0974
59421,0,0.1004
59422,0,0.0406
59423,0,0.0259
59424,1,0.9546
59425,0,0.1108
59426,0,0.0044
59427,0,0.0034
59428,0,0.2167
59429,0,0.004
59430,0,0.0008
59431,0,0.0264
59432,0,0.0056
59433,0,0.0227
59434,0,0.0015
59435,0,0.0003
59436,0,0.0012
59437,0,0.0094
59438,1,0.6807
59439,0,0.0411
59440,0,0.002
59441,0,0.0129
59442,0,0.0012
59443,0,0.0006
59444,0,0.0418
59445,0,0.0603
59446,0,0.0385
59447,0,0.0052
59448,0,0.0041
59449,0,0.0167
59450,0,0.0571
59451,1,0.9598
59452,0,0.0628
59453,0,0.0188
59454,0,0.0771
59455,0,0.0544
59456,0,0.0261
59457,1,0.9871
59458,0,0.1281
59459,0,0.1637
59460,0,0.0389
59461,0,0.0043
59462,1,0.8209
59463,0,0.0019
59464,0,0.2321
59465,0,0.0802
59466,0,0.0564
59467,0,0.0501
59468,0,0.0012
59469,0,0.1122
59470,0,0.0005
59471,0,0.0027
59472,0,0.1212
59473,0,0.0138
59474,0,0.0164
59475,0,0.0553
59476,0,0.0099
59477,0,0.0125
59478,0,0.0095
59479,0,0.0283
59480,0,0.008
59481,0,0.1196
59482,1,0.9918
59483,0,0.0042
59484,0,0.0053
59485,0,0.0192
59486,0,0.0881
59487,0,0.1393
59488,0,0.0326
59489,0,0.0432
59490,0,0.0056
59491,1,0.9843
59492,0,0.0059
59493,0,0.0147
59494,0,0.001
59495,1,0.9185
59496,0,0.0132
59497,1,0.9718
59498,0,0.0324
59499,0,0.0342
59500,1,0.9883
59501,0,0.017
59502,1,0.9295
59503,0,0.1765
59504,0,0.0044
59505,0,0.0392
59506,0,0.0016
59507,0,0.0022
59508,0,0.0152
59509,0,0.0209
59510,0,0.0414
59511,0,0.001
59512,0,0.0024
59513,0,0.0657
59514,0,0.0081
59515,0,0.0227
59516,0,0.0207
59517,1,0.9255
59518,0,0.0021
59519,0,0.003
59520,0,0.0093
59521,0,0.0283
59522,0,0.0545
59523,0,0.0031
59524,0,0.0111
59525,1,0.7846
59526,0,0.2052
59527,0,0.0134
59528,0,0.0313
59529,0,0.0497
59530,1,0.9348
59531,0,0.0052
59532,0,0.0002
59533,0,0.0446
59534,0,0.0577
59535,0,0.0288
59536,0,0.0464
59537,0,0.0065
59538,0,0.0606
59539,0,0.0463
59540,1,0.6613
59541,0,0.0048
59542,0,0.0317
59543,0,0.0159
59544,0,0.0524
59545,0,0.0305
59546,0,0.0221
59547,0,0.0185
59548,0,0.0031
59549,0,0.0257
59550,0,0.009
59551,0,0.0232
59552,0,0.0047
59553,0,0.0157
59554,1,0.9486
59555,0,0.0065
59556,0,0.0045
59557,0,0.0011
59558,0,0.0387
59559,0,0.0079
59560,0,0.0038
59561,0,0.0052
59562,0,0.1115
59563,0,0.0562
59564,0,0.1612
59565,0,0.009
59566,0,0.0104
59567,0,0.0093
59568,0,0.002
59569,0,0.0012
59570,0,0.0359
59571,0,0.0299
59572,0,0.0119
59573,0,0.0432
59574,1,0.9112
59575,0,0.0452
59576,0,0.0188
59577,0,0.0145
59578,1,0.7746
59579,0,0.008
59580,0,0.0063
59581,0,0.0196
59582,0,0.0096
59583,0,0.0164
59584,0,0.0005
59585,0,0.0164
59586,0,0.0137
59587,0,0.0014
59588,0,0.1984
59589,0,0.1866
59590,0,0.0014
59591,0,0.2375
59592,0,0.0186
59593,0,0.0106
59594,0,0.1892
59595,0,0.0074
59596,0,0.1081
59597,1,0.9809
59598,0,0.0282
59599,0,0.08
59600,1,0.9307
59601,0,0.0002
59602,0,0.1583
59603,0,0.0487
59604,0,0.0127
59605,0,0.0013
59606,0,0.0182
59607,0,0.0659
59608,0,0.0154
59609,0,0.0009
59610,1,0.9705
59611,0,0.014
59612,1,0.9486
59613,0,0.0346
59614,0,0.134
59615,0,0.0127
59616,0,0.0795
59617,0,0.0595
59618,0,0.0884
59619,0,0.0149
59620,0,0.0026
59621,0,0.0446
59622,0,0.0065
59623,0,0.0483
59624,0,0.0452
59625,0,0.113
59626,0,0.0181
59627,0,0.0561
59628,0,0.0024
59629,0,0.0014
59630,0,0.0553
59631,0,0.0014
59632,0,0.0086
59633,0,0.0122
59634,0,0.0083
59635,0,0.0046
59636,0,0.0858
59637,0,0.0317
59638,1,0.9985
59639,0,0.0077
59640,0,0.0111
59641,0,0.044
59642,0,0.0066
59643,0,0.0507
59644,0,0.0484
59645,0,0.2554
59646,0,0.0121
59647,1,0.9392
59648,0,0.0064
59649,0,0.0114
59650,0,0.0021
59651,0,0.0014
59652,0,0.0035
59653,0,0.0029
59654,0,0.0781
59655,0,0.0316
59656,0,0.0959
59657,1,0.9139
59658,0,0.0018
59659,0,0.0332
59660,0,0.1522
59661,0,0.0142
59662,1,0.9147
59663,0,0.0537
59664,0,0.0773
59665,0,0.0254
59666,0,0.0436
59667,0,0.0035
59668,0,0.0155
59669,0,0.0045
59670,0,0.0885
59671,0,0.0023
59672,0,0.0034
59673,0,0.0086
59674,1,0.6453
59675,0,1e-04
59676,0,0.1759
59677,1,0.9116
59678,0,0.0042
59679,0,0.0198
59680,0,0.0024
59681,0,0.0216
59682,0,0.049
59683,0,0.0029
59684,0,0.023
59685,0,0.0192
59686,0,0.4766
59687,0,0.0258
59688,0,0.0102
59689,0,0.1678
59690,0,0.0003
59691,0,0.0077
59692,0,0.1212
59693,0,0.009
59694,0,0.1061
59695,0,0.0074
59696,1,0.8806
59697,0,0.0068
59698,0,0.0143
59699,0,0.0257
59700,0,0.0278
59701,0,0.0058
59702,0,0.0053
59703,0,0.0414
59704,0,0.0036
59705,0,0.0979
59706,0,0.0241
59707,0,0.0227
59708,0,0.2571
59709,0,0.0341
59710,0,0.0123
59711,0,0.0643
59712,0,0.0049
59713,0,0.0845
59714,1,0.9118
59715,1,0.8078
59716,0,0.0194
59717,0,0.0031
59718,0,0.0321
59719,1,0.9819
59720,0,0.0095
59721,1,0.7732
59722,0,0.0087
59723,0,0.013
59724,0,0.1457
59725,0,0.0279
59726,0,0.0259
59727,0,0.0618
59728,0,0.0039
59729,0,0.001
59730,0,0.1168
59731,0,0.0293
59732,0,0.0157
59733,0,0.0124
59734,0,0.0068
59735,0,0.0017
59736,0,0.1238
59737,0,0.0031
59738,0,0.2685
59739,0,0.0214
59740,0,0.0105
59741,0,0.0069
59742,0,0.0986
59743,0,0.0108
59744,0,0.1164
59745,0,0.0149
59746,0,0.0182
59747,1,0.9981
59748,0,0.011
59749,0,0.0104
59750,0,0.0573
59751,0,0.004
59752,0,0.0412
59753,0,0.0055
59754,0,0.0031
59755,0,0.0153
59756,0,0.0029
59757,0,0.0029
59758,0,0.0448
59759,0,0.0074
59760,0,0.1575
59761,0,0.0096
59762,0,0.2736
59763,0,0.0002
59764,0,0.0831
59765,0,0.0031
59766,0,0.1505
59767,0,0.0355
59768,0,0.0005
59769,0,0.0118
59770,0,0.0811
59771,0,0.0154
59772,0,0.0123
59773,0,0.008
59774,0,0.0341
59775,0,0.1913
59776,0,0.2816
59777,0,0.0684
59778,0,0.0018
59779,0,0.0168
59780,0,0.0006
59781,0,0.0095
59782,0,0.0237
59783,0,0.0348
59784,0,0.0082
59785,0,0.0036
59786,0,0.1839
59787,0,0.3619
59788,0,0.0269
59789,0,0.0546
59790,0,0.0219
59791,0,0.0009
59792,0,0.0136
59793,0,0.0203
59794,1,0.963
59795,1,0.9473
59796,0,0.0044
59797,0,0.0349
59798,0,0.0023
59799,0,0.0018
59800,0,0.074
59801,0,0.011
59802,0,0.1119
59803,0,0.2709
59804,0,0.0407
59805,0,0.0004
59806,0,0.0104
59807,0,0.0044
59808,0,0.0016
59809,0,0.0083
59810,0,0.0107
59811,0,0.0157
59812,0,0.007
59813,0,0.0046
59814,0,0.0028
59815,0,0.1817
59816,0,0.2057
59817,0,0.0009
59818,1,0.5354
59819,0,0.111
59820,0,0.0235
59821,0,0.043
59822,0,0.0093
59823,0,0.0298
59824,0,0.0411
59825,0,0.0035
59826,0,0.0353
59827,0,0.1495
59828,0,0.0682
59829,0,0.0581
59830,0,0.01
59831,0,0.013
59832,0,0.113
59833,0,0.0728
59834,0,0.0119
59835,0,0.0117
59836,0,0.0213
59837,0,0.0869
59838,0,0.0564
59839,0,0.0437
59840,0,0.0508
59841,1,0.9954
59842,0,0.0123
59843,0,0.0139
59844,0,0.2369
59845,0,0.0166
59846,0,0.001
59847,0,0.0105
59848,0,0.0121
59849,0,0.0002
59850,1,0.9817
59851,0,0.0005
59852,0,0.0137
59853,0,0.0395
59854,0,0.0026
59855,0,0.0075
59856,0,0.0051
59857,0,0.0411
59858,1,0.9932
59859,0,0.0449
59860,1,0.9346
59861,0,0.0041
59862,0,0.0138
59863,0,0.0032
59864,0,0.0089
59865,0,0.0248
59866,0,0.0432
59867,0,0.0681
59868,0,0.0053
59869,0,0.0157
59870,0,0.0011
59871,0,0.0032
59872,0,0.0055
59873,0,0.0029
59874,0,0.0092
59875,0,0.0214
59876,0,0.0009
59877,0,0.0414
59878,1,0.9673
59879,0,0.0085
59880,1,0.9875
59881,0,0.0009
59882,0,0.0363
59883,0,0.0739
59884,0,0.0339
59885,0,0.0262
59886,0,0.0334
59887,1,0.6117
59888,0,0.012
59889,0,0.0067
59890,0,0.0058
59891,1,0.7038
59892,0,0.0344
59893,0,0.0143
59894,0,0.0143
59895,0,0.1045
59896,0,0.0033
59897,0,0.0071
59898,0,0.0113
59899,0,0.0091
59900,0,0.0218
59901,1,0.794
59902,0,0.024
59903,0,0.0088
59904,0,0.0675
59905,0,0.0292
59906,0,0.1842
59907,0,0.0073
59908,0,0.0045
59909,0,0.0155
59910,0,0.0839
59911,0,0.0227
59912,0,0.0191
59913,0,0.0013
59914,0,0.0974
59915,0,0.0091
59916,0,0.0027
59917,0,0.0145
59918,0,0.0038
59919,0,0.0137
59920,0,0.0636
59921,0,0.0925
59922,0,0.0299
59923,0,0.0519
59924,0,0.0023
59925,1,0.9041
59926,0,0.0133
59927,0,0.0183
59928,0,0.0018
59929,0,0.0008
59930,0,0.0082
59931,0,0.0064
59932,0,0.0479
59933,0,0.0136
59934,0,0.0038
59935,0,0.0015
59936,0,0.0686
59937,0,0.0383
59938,0,0.0712
59939,0,0.3424
59940,1,0.6215
59941,0,0.0007
59942,0,0.0064
59943,0,0.0361
59944,0,0.0234
59945,0,0.0162
59946,0,0.0252
59947,0,0.0078
59948,0,0.0368
59949,1,0.987
59950,0,0.0153
59951,0,0.0487
59952,0,0.005
59953,0,0.2521
59954,0,0.0238
59955,0,0.0003
59956,0,0.0079
59957,0,0.122
59958,0,0.0393
59959,0,0.0228
59960,0,0.001
59961,0,0.0317
59962,0,0.141
59963,0,0.0095
59964,0,0.0018
59965,0,0.0112
59966,1,0.8649
59967,0,0.0095
59968,0,0.0007
59969,0,0.0009
59970,0,0.0582
59971,1,0.9847
59972,1,0.8462
59973,0,0.0515
59974,0,0.0053
59975,0,0.0243
59976,0,0.0026
59977,0,0.0199
59978,0,0.1114
59979,0,0.0255
59980,1,0.96
59981,0,0.0185
59982,1,0.9399
59983,0,0.0884
59984,0,0.0036
59985,0,0.0298
59986,0,0.0323
59987,0,0.0104
59988,0,0.0714
59989,0,0.0093
59990,0,0.0375
59991,0,0.113
59992,0,0.0025
59993,0,0.0133
59994,0,0.1243
59995,1,0.9765
59996,0,0.0049
59997,0,0.0643
59998,0,0.0709
59999,0,0.0062
60000,0,1e-04
60001,0,0.006
60002,0,0.1628
60003,0,0.0148
60004,0,0.0081
60005,0,0.0365
60006,0,0.0872
60007,0,0.0121
60008,0,0.0174
60009,0,0.0112
60010,0,0.1318
60011,0,0.0179
60012,0,0.0692
60013,0,0.0051
60014,0,0.0397
60015,0,0.0465
60016,0,0.2236
60017,0,0.0285
60018,0,0.0187
60019,1,0.9448
60020,0,0.0393
60021,0,0.0092
60022,0,0.3104
60023,0,0.0194
60024,1,0.9944
60025,0,0.0262
60026,0,0.167
60027,1,0.8549
60028,0,0.0041
60029,1,0.9798
60030,1,0.8555
60031,0,0.1303
60032,0,0.2824
60033,0,0.0029
60034,0,0.0005
60035,0,0.0846
60036,0,0.0038
60037,0,0.0016
60038,0,0.0199
60039,0,0.0075
60040,0,0.0604
60041,0,0.0309
60042,0,0.0162
60043,0,0.0173
60044,0,0.0594
60045,0,0.0041
60046,0,0.0973
60047,0,0.0176
60048,0,0.0004
60049,0,0.0842
60050,0,0.0535
60051,1,0.9905
