id,loan_status,probability
58868,0,0.0303
58869,0,0.0151
58870,0,0.3608
58871,0,0.0047
58872,0,0.0392
58873,0,0.0096
58874,1,0.9537
58875,0,0.0104
58876,0,0.0132
58877,0,0.0015
58878,0,0.0167
58879,0,0.0071
58880,0,0.0177
58881,0,0.0197
58882,0,0.0013
58883,0,0.2601
58884,0,0.1536
58885,0,0.128
58886,0,0.0006
58887,1,0.9185
58888,0,0.3238
58889,1,0.9682
58890,0,0.1153
58891,0,0.3
58892,0,0.0564
58893,0,0.0099
58894,0,0.0831
58895,0,0.0026
58896,0,0.0017
58897,0,0.0404
58898,0,0.1819
58899,1,0.9567
58900,0,0.0108
58901,0,0.0939
58902,0,0.0965
58903,0,0.0035
58904,0,0.027
58905,0,0.0033
58906,0,0.0838
58907,0,0.0664
58908,0,0.0076
58909,0,0.0352
58910,0,0.0016
58911,0,0.0181
58912,0,0.0011
58913,0,0.149
58914,0,0.019
58915,0,0.012
58916,0,0.0186
58917,0,0.0362
58918,0,0.0202
58919,0,0.0043
58920,0,0.2265
58921,0,0.0107
58922,0,0.0331
58923,0,0.0064
58924,0,0.0458
58925,0,0.0099
58926,0,0.1133
58927,0,0.0181
58928,0,0.12
58929,0,0.0018
58930,0,0.0162
58931,1,0.802
58932,1,0.9565
58933,0,0.0933
58934,0,0.0447
58935,0,0.0191
58936,0,0.0282
58937,0,0.0116
58938,0,0.0082
58939,0,0.0052
58940,0,0.0072
58941,1,0.9479
58942,1,0.9026
58943,0,0.0175
58944,0,0.0266
58945,0,0.0342
58946,0,0.0168
58947,0,0.0147
58948,0,0.0237
58949,0,0.0009
58950,1,0.587
58951,0,0.0444
58952,0,0.0083
58953,0,0.0056
58954,1,0.9795
58955,0,0.0201
58956,0,0.0013
58957,1,0.9691
58958,1,0.9937
58959,0,0.0044
58960,0,0.0264
58961,0,0.0057
58962,0,0.1272
58963,0,0.1028
58964,0,0.027
58965,0,0.0282
58966,0,0.0281
58967,0,0.0065
58968,0,0.0096
58969,0,0.2235
58970,0,0.002
58971,0,0.1176
58972,0,0.0714
58973,1,0.979
58974,0,0.1263
58975,0,0.0619
58976,0,0.0496
58977,0,0.0524
58978,0,0.0117
58979,0,0.0211
58980,0,0.0189
58981,0,0.0012
58982,0,0.0043
58983,0,0.0053
58984,0,0.0165
58985,0,0.046
58986,1,0.9674
58987,0,0.0031
58988,0,0.0471
58989,0,0.0237
58990,0,0.0006
58991,0,0.0163
58992,0,0.0155
58993,0,0.0016
58994,0,0.0149
58995,1,0.9966
58996,0,0.0276
58997,1,0.8557
58998,0,0.003
58999,0,0.0126
59000,0,0.0906
59001,0,0.0802
59002,0,0.1415
59003,0,0.081
59004,0,0.0358
59005,0,0.0014
59006,0,0.034
59007,0,0.038
59008,1,0.989
59009,0,0.0209
59010,0,0.0099
59011,0,0.0123
59012,0,0.0213
59013,0,0.0011
59014,0,0.0084
59015,0,0.1462
59016,0,0.0272
59017,0,0.0138
59018,0,0.0413
59019,0,0.0103
59020,0,0.0036
59021,0,0.0323
59022,0,0.0993
59023,1,0.9452
59024,0,0.0333
59025,1,0.9805
59026,0,0.0214
59027,0,0.0068
59028,0,0.0289
59029,0,0.052
59030,0,0.005
59031,1,0.7267
59032,1,0.6532
59033,0,0.0565
59034,0,0.089
59035,0,0.0206
59036,0,0.087
59037,0,0.1076
59038,0,0.0099
59039,0,0.0352
59040,0,0.0134
59041,0,0.0254
59042,0,0.0379
59043,1,0.9579
59044,0,0.0051
59045,0,0.0162
59046,0,0.2908
59047,0,0.2788
59048,0,0.0067
59049,0,0.0364
59050,0,0.0079
59051,0,0.0301
59052,0,0.0046
59053,0,0.0373
59054,0,0.0603
59055,0,0.0492
59056,0,0.0035
59057,1,0.9319
59058,0,0.0045
59059,0,0.1807
59060,0,0.0019
59061,0,0.0092
59062,0,0.0181
59063,0,0.0011
59064,0,0.012
59065,0,0.0004
59066,0,0.0381
59067,0,0.0051
59068,0,0.0445
59069,0,0.0275
59070,0,0.0124
59071,0,0.082
59072,0,0.0206
59073,1,0.9545
59074,0,0.0166
59075,0,0.0842
59076,0,0.0167
59077,1,0.9785
59078,0,0.0499
59079,0,0.0541
59080,0,0.0043
59081,0,0.0297
59082,0,0.0268
59083,0,0.0058
59084,0,0.0011
59085,0,0.0456
59086,0,0.0942
59087,0,0.0394
59088,0,0.0373
59089,0,0.0438
59090,0,0.0679
59091,0,0.001
59092,0,0.0915
59093,0,0.0214
59094,0,0.0157
59095,0,0.0004
59096,1,0.969
59097,0,0.1205
59098,0,0.0144
59099,0,0.0129
59100,0,0.0034
59101,0,0.0102
59102,0,0.0155
59103,0,0.0339
59104,0,0.0003
59105,0,0.0577
59106,0,0.0015
59107,0,0.0265
59108,0,0.0528
59109,0,0.0474
59110,0,0.022
59111,0,0.0136
59112,0,0.02
59113,1,0.9696
59114,0,0.0548
59115,0,0.202
59116,0,0.0017
59117,0,0.0098
59118,0,0.045
59119,0,0.0099
59120,0,0.0044
59121,0,0.008
59122,0,0.0812
59123,1,0.994
59124,1,0.9418
59125,0,0.0427
59126,1,0.9122
59127,0,0.0146
59128,0,0.0157
59129,0,0.006
59130,0,0.0151
59131,0,0.0377
59132,0,0.2042
59133,1,0.8486
59134,0,0.048
59135,0,1e-04
59136,0,0.0079
59137,0,0.0182
59138,0,0.0127
59139,0,0.0037
59140,0,0.039
59141,1,0.9569
59142,0,0.2041
59143,0,0.0106
59144,0,0.0143
59145,0,0.0291
59146,0,0.0575
59147,0,0.0163
59148,0,0.0236
59149,0,0.0156
59150,0,0.0182
59151,0,0.0215
59152,0,0.0116
59153,0,0.0019
59154,0,0.0887
59155,0,0.0601
59156,0,0.1406
59157,0,0.017
59158,0,0.0325
59159,0,0.011
59160,0,0.063
59161,0,0.0061
59162,0,0.0061
59163,0,0.0209
59164,0,0.0604
59165,0,0.0931
59166,0,0.0022
59167,0,0.0318
59168,0,0.1967
59169,1,0.9534
59170,0,0.0101
59171,0,0.0082
59172,0,0.1549
59173,0,0.0013
59174,0,0.0161
59175,0,0.006
59176,0,0.0527
59177,0,0.0067
59178,0,0.0026
59179,0,0.0066
59180,0,0.1364
59181,0,0.3583
59182,1,0.9533
59183,0,0.0248
59184,0,0.035
59185,0,0.1881
59186,0,0.0187
59187,0,0.007
59188,0,0.0236
59189,0,0.0287
59190,0,0.0035
59191,0,0.0139
59192,0,0.2303
59193,0,0.0069
59194,0,0.1681
59195,0,0.0269
59196,0,0.0261
59197,0,0.0299
59198,0,0.058
59199,0,0.002
59200,1,0.9985
59201,0,0.0068
59202,0,0.0077
59203,0,0.3669
59204,0,0.0771
59205,0,0.0066
59206,0,0.0052
59207,0,0.0268
59208,0,0.0062
59209,0,0.0075
59210,0,0.0158
59211,0,0.1805
59212,0,0.0361
59213,0,0.0854
59214,0,0.0235
59215,0,0.012
59216,0,0.0167
59217,0,0.0043
59218,0,0.0009
59219,0,0.0075
59220,1,0.6453
59221,1,0.926
59222,0,0.0227
59223,0,0.0265
59224,0,0.1471
59225,0,0.0135
59226,0,0.0053
59227,0,0.2008
59228,0,0.1627
59229,0,0.0006
59230,0,0.012
59231,0,0.0013
59232,0,0.0766
59233,0,0.0141
59234,0,0.0411
59235,0,0.0069
59236,0,0.1502
59237,0,0.0328
59238,0,0.0037
59239,0,0.2702
59240,0,0.0042
59241,0,0.0493
59242,0,0.0397
59243,1,0.9859
59244,0,0.0155
59245,1,0.8279
59246,0,0.0127
59247,0,0.0263
59248,0,0.0087
59249,0,0.1187
59250,0,0.308
59251,0,0.051
59252,0,0.0114
59253,0,0.0511
59254,0,0.0433
59255,0,0.0044
59256,0,0.0006
59257,1,0.9795
59258,0,0.0082
59259,1,0.9986
59260,0,0.0105
59261,0,0.0135
59262,0,0.0875
59263,0,0.0002
59264,0,0.1135
59265,0,0.4098
59266,0,0.0646
59267,0,0.3269
59268,0,0.0461
59269,0,0.0059
59270,1,0.9912
59271,0,0.004
59272,1,0.9603
59273,0,0.0152
59274,0,0.1944
59275,0,0.014
59276,0,0.0677
59277,0,0.0087
59278,0,0.0467
59279,0,0.0045
59280,0,0.0071
59281,0,0.0659
59282,0,0.007
59283,0,0.0064
59284,0,0.0049
59285,0,0.0325
59286,0,0.0712
59287,0,0.0714
59288,1,0.9867
59289,0,0.0074
59290,0,0.0409
59291,0,0.0587
59292,0,0.0003
59293,0,0.013
59294,1,0.9534
59295,0,0.1678
59296,0,0.0031
59297,0,0.0213
59298,0,0.0269
59299,0,0.0185
59300,0,0.0521
59301,0,0.0376
59302,0,0.0532
59303,0,0.0339
59304,0,0.0564
59305,0,0.0748
59306,0,0.0123
59307,0,0.0081
59308,0,0.0054
59309,0,0.0064
59310,0,0.0051
59311,0,0.0657
59312,0,0.0532
59313,1,0.9511
59314,0,0.3677
59315,0,0.0097
59316,0,0.4734
59317,0,0.0365
59318,0,0.0197
59319,0,0.0873
59320,0,0.0246
59321,0,0.0537
59322,0,0.0578
59323,0,0.052
59324,1,0.7726
59325,0,0.0322
59326,0,0.022
59327,0,0.0267
59328,0,0.0076
59329,0,0.0248
59330,0,0.246
59331,0,0.0257
59332,0,0.0154
59333,0,0.0038
59334,0,0.0483
59335,0,0.0175
59336,0,0.0589
59337,0,0.0079
59338,0,0.0779
59339,0,0.4093
59340,0,0.4061
59341,0,0.0606
59342,0,0.1058
59343,0,0.0142
59344,0,0.0762
59345,0,0.0125
59346,0,0.0119
59347,0,0.101
59348,0,0.0149
59349,0,0.0287
59350,0,0.0144
59351,0,0.0276
59352,0,0.0737
59353,1,0.9456
59354,1,0.895
59355,0,0.0004
59356,0,0.0076
59357,0,0.0047
59358,0,0.016
59359,0,0.0602
59360,1,0.9554
59361,0,0.0103
59362,0,0.3435
59363,0,0.0019
59364,0,0.0011
59365,0,0.0062
59366,0,0.0037
59367,0,0.0598
59368,1,0.8716
59369,0,0.0473
59370,0,0.0058
59371,0,0.0171
59372,1,0.504
59373,0,0.0367
59374,0,0.0059
59375,1,0.9707
59376,1,0.9497
59377,0,0.2008
59378,0,0.0927
59379,0,0.0342
59380,0,0.0866
59381,0,0.0108
59382,0,0.1187
59383,1,0.9265
59384,0,0.0267
59385,0,0.0142
59386,0,0.0793
59387,1,0.9879
59388,0,0.2123
59389,0,0.0285
59390,0,0.0924
59391,0,0.0641
59392,0,0.2361
59393,1,0.9228
59394,1,0.9478
59395,0,0.1036
59396,0,0.0134
59397,0,0.0143
59398,0,0.0084
59399,0,0.0107
59400,0,0.0195
59401,0,0.0176
59402,0,0.0892
59403,0,0.0206
59404,0,0.0259
59405,0,0.0013
59406,0,0.0147
59407,0,0.0444
59408,0,0.0589
59409,0,0.0216
59410,0,0.0013
59411,0,0.0099
59412,0,0.0236
59413,0,0.0003
59414,0,0.0685
59415,0,0.0226
59416,0,0.0038
59417,0,0.0071
59418,0,0.0053
59419,0,0.0017
59420,0,0.0798
59421,0,0.1048
59422,0,0.0398
59423,0,0.061
59424,1,0.9417
59425,0,0.13
59426,0,0.0058
59427,0,0.004
59428,0,0.1691
59429,0,0.006
59430,0,0.001
59431,0,0.0262
59432,0,0.0035
59433,0,0.0352
59434,0,0.0032
59435,0,0.0008
59436,0,0.0022
59437,0,0.0111
59438,1,0.71
59439,0,0.036
59440,0,0.0027
59441,0,0.0135
59442,0,0.0022
59443,0,0.0038
59444,0,0.0492
59445,0,0.0526
59446,0,0.0277
59447,0,0.0087
59448,0,0.0058
59449,0,0.0217
59450,0,0.049
59451,1,0.9476
59452,0,0.0561
59453,0,0.0202
59454,0,0.053
59455,0,0.0471
59456,0,0.0433
59457,1,0.9863
59458,0,0.0975
59459,0,0.1478
59460,0,0.0597
59461,0,0.006
59462,1,0.8376
59463,0,0.0061
59464,0,0.2108
59465,0,0.0863
59466,0,0.0651
59467,0,0.0562
59468,0,0.0037
59469,0,0.116
59470,0,0.0007
59471,0,0.0041
59472,0,0.104
59473,0,0.008
59474,0,0.0158
59475,0,0.0515
59476,0,0.0172
59477,0,0.014
59478,0,0.0113
59479,0,0.0269
59480,0,0.0119
59481,0,0.1407
59482,1,0.987
59483,0,0.0073
59484,0,0.0071
59485,0,0.0232
59486,0,0.1015
59487,0,0.0623
59488,0,0.0301
59489,0,0.0347
59490,0,0.0082
59491,1,0.9726
59492,0,0.0059
59493,0,0.0157
59494,0,0.0021
59495,1,0.8902
59496,0,0.0208
59497,1,0.9546
59498,0,0.0406
59499,0,0.0342
59500,1,0.973
59501,0,0.0196
59502,1,0.9214
59503,0,0.1328
59504,0,0.0052
59505,0,0.0354
59506,0,0.002
59507,0,0.0047
59508,0,0.031
59509,0,0.0214
59510,0,0.0627
59511,0,0.0023
59512,0,0.0029
59513,0,0.0788
59514,0,0.0085
59515,0,0.0257
59516,0,0.0238
59517,1,0.9109
59518,0,0.0029
59519,0,0.0052
59520,0,0.0101
59521,0,0.0292
59522,0,0.0776
59523,0,0.0056
59524,0,0.0087
59525,1,0.7347
59526,0,0.2031
59527,0,0.017
59528,0,0.0355
59529,0,0.0564
59530,1,0.9051
59531,0,0.0088
59532,0,0.0003
59533,0,0.0423
59534,0,0.0322
59535,0,0.034
59536,0,0.0482
59537,0,0.0134
59538,0,0.0744
59539,0,0.0469
59540,1,0.6416
59541,0,0.008
59542,0,0.0277
59543,0,0.0235
59544,0,0.045
59545,0,0.0183
59546,0,0.0271
59547,0,0.0256
59548,0,0.0056
59549,0,0.0281
59550,0,0.0142
59551,0,0.0324
59552,0,0.0073
59553,0,0.0171
59554,1,0.9641
59555,0,0.0083
59556,0,0.0062
59557,0,0.0015
59558,0,0.0416
59559,0,0.009
59560,0,0.0022
59561,0,0.0076
59562,0,0.1296
59563,0,0.0431
59564,0,0.2112
59565,0,0.0151
59566,0,0.0103
59567,0,0.0111
59568,0,0.0024
59569,0,0.0017
59570,0,0.0502
59571,0,0.0556
59572,0,0.0173
59573,0,0.0398
59574,1,0.8724
59575,0,0.0678
59576,0,0.022
59577,0,0.0214
59578,1,0.6191
59579,0,0.0115
59580,0,0.0082
59581,0,0.0229
59582,0,0.0099
59583,0,0.0154
59584,0,0.0009
59585,0,0.0169
59586,0,0.0113
59587,0,0.0017
59588,0,0.2902
59589,0,0.2477
59590,0,0.0028
59591,0,0.2274
59592,0,0.0226
59593,0,0.0217
59594,0,0.1518
59595,0,0.0078
59596,0,0.1811
59597,1,0.9645
59598,0,0.0291
59599,0,0.0882
59600,1,0.9239
59601,0,0.0004
59602,0,0.1385
59603,0,0.0466
59604,0,0.0118
59605,0,0.0017
59606,0,0.037
59607,0,0.0742
59608,0,0.0234
59609,0,0.0012
59610,1,0.9161
59611,0,0.0119
59612,1,0.9504
59613,0,0.0312
59614,0,0.126
59615,0,0.0213
59616,0,0.0872
59617,0,0.0647
59618,0,0.0976
59619,0,0.0186
59620,0,0.0041
59621,0,0.0512
59622,0,0.0085
59623,0,0.0471
59624,0,0.0466
59625,0,0.0736
59626,0,0.0211
59627,0,0.0507
59628,0,0.0047
59629,0,0.0016
59630,0,0.0589
59631,0,0.0019
59632,0,0.0137
59633,0,0.0185
59634,0,0.0122
59635,0,0.006
59636,0,0.0869
59637,0,0.0483
59638,1,0.9972
59639,0,0.007
59640,0,0.0151
59641,0,0.0241
59642,0,0.0065
59643,0,0.0617
59644,0,0.0485
59645,0,0.3447
59646,0,0.0187
59647,1,0.9329
59648,0,0.0133
59649,0,0.0125
59650,0,0.0021
59651,0,0.0013
59652,0,0.0051
59653,0,0.0041
59654,0,0.1438
59655,0,0.0265
59656,0,0.1318
59657,1,0.9106
59658,0,0.0028
59659,0,0.0482
59660,0,0.121
59661,0,0.0217
59662,1,0.9109
59663,0,0.0668
59664,0,0.0802
59665,0,0.0251
59666,0,0.0398
59667,0,0.0052
59668,0,0.0131
59669,0,0.0088
59670,0,0.0953
59671,0,0.0057
59672,0,0.0054
59673,0,0.0098
59674,1,0.6865
59675,0,0.0003
59676,0,0.1355
59677,1,0.92
59678,0,0.0081
59679,0,0.0184
59680,0,0.0065
59681,0,0.023
59682,0,0.051
59683,0,0.0049
59684,0,0.0353
59685,0,0.0151
59686,0,0.3519
59687,0,0.0236
59688,0,0.0143
59689,0,0.1856
59690,0,0.0005
59691,0,0.0056
59692,0,0.1341
59693,0,0.0089
59694,0,0.1147
59695,0,0.0128
59696,1,0.8602
59697,0,0.0079
59698,0,0.0186
59699,0,0.0312
59700,0,0.0284
59701,0,0.0073
59702,0,0.0062
59703,0,0.0421
59704,0,0.005
59705,0,0.0997
59706,0,0.0356
59707,0,0.0232
59708,0,0.0772
59709,0,0.0412
59710,0,0.017
59711,0,0.0622
59712,0,0.0059
59713,0,0.0841
59714,1,0.8837
59715,1,0.7998
59716,0,0.024
59717,0,0.0056
59718,0,0.048
59719,1,0.9676
59720,0,0.0123
59721,1,0.7126
59722,0,0.0166
59723,0,0.0138
59724,0,0.1078
59725,0,0.0248
59726,0,0.0127
59727,0,0.0751
59728,0,0.0083
59729,0,0.0017
59730,0,0.1229
59731,0,0.0429
59732,0,0.0125
59733,0,0.0199
59734,0,0.01
59735,0,0.0024
59736,0,0.1902
59737,0,0.0039
59738,0,0.2947
59739,0,0.0198
59740,0,0.011
59741,0,0.0069
59742,0,0.1175
59743,0,0.0099
59744,0,0.0879
59745,0,0.0181
59746,0,0.0195
59747,1,0.9927
59748,0,0.013
59749,0,0.0145
59750,0,0.08
59751,0,0.0052
59752,0,0.0306
59753,0,0.0055
59754,0,0.0056
59755,0,0.0249
59756,0,0.0045
59757,0,0.0035
59758,0,0.0554
59759,0,0.0079
59760,0,0.154
59761,0,0.0115
59762,0,0.2587
59763,0,0.0005
59764,0,0.0843
59765,0,0.003
59766,0,0.1611
59767,0,0.0373
59768,0,0.0012
59769,0,0.0167
59770,0,0.0995
59771,0,0.0155
59772,0,0.0171
59773,0,0.0167
59774,0,0.0425
59775,0,0.1622
59776,0,0.232
59777,0,0.1004
59778,0,0.0039
59779,0,0.0182
59780,0,0.0017
59781,0,0.0157
59782,0,0.0235
59783,0,0.042
59784,0,0.0188
59785,0,0.0044
59786,0,0.1407
59787,0,0.3424
59788,0,0.0285
59789,0,0.0439
59790,0,0.0126
59791,0,0.0011
59792,0,0.0163
59793,0,0.024
59794,1,0.9295
59795,1,0.9147
59796,0,0.0087
59797,0,0.0249
59798,0,0.0038
59799,0,0.0035
59800,0,0.0549
59801,0,0.0108
59802,0,0.1114
59803,0,0.1313
59804,0,0.0613
59805,0,0.0009
59806,0,0.0104
59807,0,0.0047
59808,0,0.0047
59809,0,0.0077
59810,0,0.0161
59811,0,0.0187
59812,0,0.0102
59813,0,0.0099
59814,0,0.0061
59815,0,0.2483
59816,0,0.2756
59817,0,0.0017
59818,1,0.604
59819,0,0.1175
59820,0,0.0303
59821,0,0.0492
59822,0,0.0178
59823,0,0.0317
59824,0,0.0291
59825,0,0.005
59826,0,0.0357
59827,0,0.1654
59828,0,0.1078
59829,0,0.0894
59830,0,0.0134
59831,0,0.0139
59832,0,0.091
59833,0,0.0987
59834,0,0.0099
59835,0,0.0174
59836,0,0.0228
59837,0,0.084
59838,0,0.0653
59839,0,0.0506
59840,0,0.0477
59841,1,0.9949
59842,0,0.0173
59843,0,0.0239
59844,0,0.1673
59845,0,0.0237
59846,0,0.0022
59847,0,0.012
59848,0,0.0145
59849,0,0.0003
59850,1,0.9792
59851,0,0.0009
59852,0,0.016
59853,0,0.0252
59854,0,0.0033
59855,0,0.0174
59856,0,0.0058
59857,0,0.0688
59858,1,0.9911
59859,0,0.0495
59860,1,0.9232
59861,0,0.007
59862,0,0.0177
59863,0,0.0047
59864,0,0.0155
59865,0,0.0395
59866,0,0.0453
59867,0,0.0775
59868,0,0.0081
59869,0,0.0151
59870,0,0.0017
59871,0,0.0091
59872,0,0.0085
59873,0,0.0038
59874,0,0.0268
59875,0,0.0216
59876,0,0.0018
59877,0,0.0431
59878,1,0.9703
59879,0,0.011
59880,1,0.9875
59881,0,0.0013
59882,0,0.0348
59883,0,0.086
59884,0,0.034
59885,0,0.0277
59886,0,0.0378
59887,1,0.7013
59888,0,0.0133
59889,0,0.006
59890,0,0.0064
59891,1,0.7427
59892,0,0.0109
59893,0,0.0129
59894,0,0.0282
59895,0,0.122
59896,0,0.0041
59897,0,0.0102
59898,0,0.0149
59899,0,0.0116
59900,0,0.0171
59901,1,0.7814
59902,0,0.0283
59903,0,0.0104
59904,0,0.0691
59905,0,0.0444
59906,0,0.1797
59907,0,0.0131
59908,0,0.0058
59909,0,0.016
59910,0,0.0846
59911,0,0.0228
59912,0,0.0197
59913,0,0.0013
59914,0,0.1315
59915,0,0.0141
59916,0,0.0042
59917,0,0.0167
59918,0,0.007
59919,0,0.017
59920,0,0.0652
59921,0,0.1467
59922,0,0.0289
59923,0,0.101
59924,0,0.0059
59925,1,0.904
59926,0,0.0055
59927,0,0.0187
59928,0,0.0038
59929,0,0.0046
59930,0,0.0105
59931,0,0.0109
59932,0,0.0413
59933,0,0.0137
59934,0,0.0079
59935,0,0.0023
59936,0,0.0609
59937,0,0.0924
59938,0,0.0709
59939,0,0.3076
59940,1,0.6341
59941,0,0.001
59942,0,0.0084
59943,0,0.0454
59944,0,0.0219
59945,0,0.0238
59946,0,0.0277
59947,0,0.0099
59948,0,0.0359
59949,1,0.9856
59950,0,0.0148
59951,0,0.0469
59952,0,0.0066
59953,0,0.2071
59954,0,0.0364
59955,0,0.0004
59956,0,0.0146
59957,0,0.1335
59958,0,0.0216
59959,0,0.022
59960,0,0.002
59961,0,0.0481
59962,0,0.1257
59963,0,0.0097
59964,0,0.0016
59965,0,0.0102
59966,1,0.8276
59967,0,0.0106
59968,0,0.0016
59969,0,0.0013
59970,0,0.089
59971,1,0.9834
59972,1,0.8648
59973,0,0.0785
59974,0,0.0056
59975,0,0.0313
59976,0,0.004
59977,0,0.0379
59978,0,0.08
59979,0,0.0241
59980,1,0.943
59981,0,0.0489
59982,1,0.8858
59983,0,0.0791
59984,0,0.0054
59985,0,0.0316
59986,0,0.0364
59987,0,0.0249
59988,0,0.0937
59989,0,0.0101
59990,0,0.0415
59991,0,0.1439
59992,0,0.0059
59993,0,0.0119
59994,0,0.1015
59995,1,0.9698
59996,0,0.0076
59997,0,0.0822
59998,0,0.0756
59999,0,0.0075
60000,0,0.0002
60001,0,0.0072
60002,0,0.1314
60003,0,0.0178
60004,0,0.0098
60005,0,0.0481
60006,0,0.0884
60007,0,0.0146
60008,0,0.0223
60009,0,0.0165
60010,0,0.0921
60011,0,0.0217
60012,0,0.1075
60013,0,0.0078
60014,0,0.0422
60015,0,0.0304
60016,0,0.2077
60017,0,0.0358
60018,0,0.0275
60019,1,0.9215
60020,0,0.0363
60021,0,0.0116
60022,0,0.2835
60023,0,0.0329
60024,1,0.9929
60025,0,0.026
60026,0,0.1625
60027,1,0.8367
60028,0,0.007
60029,1,0.9612
60030,1,0.7114
60031,0,0.1065
60032,0,0.2623
60033,0,0.0031
60034,0,0.0007
60035,0,0.0886
60036,0,0.0076
60037,0,0.0028
60038,0,0.0292
60039,0,0.011
60040,0,0.0341
60041,0,0.0328
60042,0,0.0182
60043,0,0.0171
60044,0,0.0848
60045,0,0.0043
60046,0,0.0962
60047,0,0.0158
60048,0,0.0009
60049,0,0.084
60050,0,0.0473
60051,1,0.9785
60052,0,0.0119
60053,0,0.0347
60054,0,0.0011
60055,0,0.0256
60056,0,0.3016
60057,0,0.1601
